seed,weather,scrap_count,total_scrap_value,goldbar_only,item_1001_count,item_1002_count,item_152767_count
2530,Rainy,16,768,0,2,13,1
2531,None,21,1202,0,8,11,2
2532,Rainy,17,710,0,3,14,0
2533,None,21,1075,0,5,14,2
2534,Rainy,17,853,0,8,9,0
2535,None,22,1105,0,6,15,1
2536,Rainy,17,733,0,2,15,0
2537,None,22,1002,0,4,17,1
2538,Stormy,18,826,0,1,15,2
2539,None,22,1212,0,5,15,2
2540,Stormy,18,977,0,8,9,1
2541,Foggy,23,1100,0,8,12,3
2542,None,19,936,0,5,12,2
2543,Foggy,23,1043,0,4,19,0
2544,None,19,952,0,4,13,2
2545,Foggy,24,1105,0,0,24,0
2546,None,19,877,0,7,12,0
2547,Foggy,24,1239,0,3,19,2
2548,None,20,1110,0,3,14,3
2549,Foggy,16,667,0,4,11,1
2550,None,20,955,0,5,15,0
2551,Rainy,16,789,0,7,9,0
2552,None,21,970,0,8,13,0
2553,Rainy,16,907,0,6,9,1
2554,None,21,1036,0,4,16,1
2555,Rainy,17,860,0,2,14,1
2556,None,21,1096,0,3,16,2
2557,Rainy,17,768,0,4,11,2
2558,None,22,1187,0,9,11,2
2559,Rainy,18,816,0,4,14,0
2560,None,22,1234,0,10,10,2
2561,Stormy,18,933,0,6,12,0
2562,Foggy,23,2677,1,0,0,23
2563,Stormy,18,974,0,4,12,2
2564,Foggy,23,997,0,7,15,1
2565,None,19,861,0,4,14,1
2566,Foggy,23,1098,0,5,16,2
2567,None,19,961,0,6,12,1
2568,Foggy,24,1171,0,7,16,1
2569,None,20,968,0,4,15,1
2570,Foggy,24,1061,0,3,20,1
2571,None,20,1151,0,11,9,0
2572,Foggy,16,697,0,4,11,1
2573,None,20,833,0,1,19,0
2574,Rainy,16,793,0,3,12,1
2575,None,21,1259,0,9,9,3
2576,Rainy,16,727,0,3,12,1
2577,None,21,868,0,3,18,0
2578,Rainy,17,919,0,3,11,3
2579,None,22,924,0,0,22,0
2580,Rainy,17,757,0,4,12,1
2581,None,22,1146,0,6,15,1
2582,Stormy,18,1105,0,8,7,3
2583,None,22,993,0,2,19,1
2584,Stormy,18,837,0,4,14,0
2585,Foggy,23,1031,0,2,20,1
2586,None,18,942,0,5,11,2
2587,Foggy,23,1234,0,8,14,1
2588,None,19,974,0,5,12,2
2589,Foggy,24,1022,0,4,19,1
2590,None,19,1011,0,2,14,3
2591,Foggy,24,1144,0,8,15,1
2592,None,20,1053,0,5,14,1
2593,Foggy,24,1218,0,7,14,3
2594,None,20,993,0,4,14,2
2595,Rainy,16,813,0,3,10,3
2596,None,20,936,0,6,14,0
2597,Rainy,16,834,0,4,11,1
2598,None,21,1316,0,7,9,5
2599,Rainy,17,698,0,3,14,0
2600,None,21,951,0,6,14,1
2601,Rainy,17,849,0,8,9,0
2602,None,22,921,0,4,17,1
2603,Rainy,17,982,0,5,10,2
2604,None,22,1067,0,7,14,1
2605,Stormy,18,809,0,3,14,1
2606,Foggy,23,1084,0,3,18,2
2607,Stormy,18,879,0,4,13,1
2608,Foggy,23,1351,0,5,14,4
2609,None,19,833,0,4,15,0
2610,Foggy,23,1128,0,6,15,2
2611,None,19,1178,0,8,9,2
2612,Foggy,24,1074,0,2,21,1
2613,None,19,866,0,2,15,2
2614,Foggy,24,976,0,5,18,1
2615,None,20,1021,0,6,13,1
2616,Foggy,16,799,0,5,11,0
2617,None,20,1075,0,7,11,2
2618,Rainy,16,851,0,5,9,2
2619,None,21,919,0,0,21,0
2620,Rainy,16,589,0,0,16,0
2621,None,21,932,0,5,15,1
2622,Rainy,17,885,0,4,11,2
2623,None,21,1147,0,6,13,2
2624,Rainy,17,921,0,7,10,0
2625,None,22,1041,0,5,17,0
2626,Stormy,18,788,0,3,15,0
2627,None,22,1243,0,6,14,2
2628,Stormy,18,970,0,5,11,2
2629,Foggy,23,982,0,5,18,0
2630,Stormy,18,811,0,1,16,1
2631,Foggy,23,1319,0,10,11,2
2632,None,19,911,0,4,13,2
2633,Foggy,23,1149,0,9,14,0
2634,None,19,931,0,5,13,1
2635,Foggy,24,1130,0,6,17,1
2636,None,20,875,0,5,13,2
2637,Foggy,24,1033,0,6,18,0
2638,None,20,983,0,5,14,1
2639,Foggy,16,767,0,8,8,0
2640,None,20,1272,0,6,9,5
2641,Rainy,16,830,0,5,9,2
2642,None,21,837,0,2,19,0
2643,Rainy,16,817,0,3,12,1
2644,None,21,858,0,5,16,0
2645,Rainy,17,766,0,3,14,0
2646,None,22,967,0,4,16,2
2647,Rainy,17,917,0,8,8,1
2648,None,22,1336,0,5,14,3
2649,Stormy,18,865,0,1,16,1
2650,None,22,999,0,3,18,1
2651,Stormy,18,1057,0,4,11,3
2652,Foggy,23,1113,0,5,17,1
2653,None,18,925,0,6,12,0
2654,Foggy,23,1150,0,6,16,1
2655,None,19,784,0,7,11,1
2656,Foggy,24,1162,0,4,19,1
2657,None,19,1046,0,5,13,1
2658,Foggy,24,1200,0,8,14,2
2659,None,20,957,0,1,18,1
2660,Foggy,24,1103,0,3,19,2
2661,None,20,998,0,4,15,1
2662,Rainy,16,876,0,5,11,0
2663,None,21,969,0,6,14,1
2664,Rainy,16,766,0,5,11,0
2665,None,21,1190,0,7,13,1
2666,Rainy,17,700,0,5,12,0
2667,None,21,1104,0,3,16,2
2668,Rainy,17,922,0,4,10,3
2669,None,22,1328,0,5,14,3
2670,Rainy,17,731,0,3,13,1
2671,None,22,847,0,0,22,0
2672,Stormy,18,875,0,3,14,1
2673,Foggy,23,1150,0,7,16,0
2674,Stormy,18,932,0,8,9,1
2675,Foggy,23,1302,0,5,15,3
2676,None,19,943,0,4,14,1
2677,Foggy,23,1229,0,8,15,0
2678,None,19,855,0,5,12,2
2679,Foggy,24,1191,0,1,19,4
2680,None,19,908,0,5,13,1
2681,Foggy,24,1184,0,8,16,0
2682,None,20,895,0,4,15,1
2683,Foggy,16,795,0,4,11,1
2684,None,20,969,0,7,13,0
2685,Rainy,16,967,0,4,10,2
2686,None,21,906,0,4,16,1
2687,Rainy,16,898,0,4,10,2
2688,None,21,1221,0,6,13,2
2689,Rainy,17,870,0,4,12,1
2690,None,21,1026,0,1,17,3
2691,Rainy,17,890,0,4,10,3
2692,None,22,957,0,5,16,1
2693,Stormy,18,871,0,4,14,0
2694,None,22,1128,0,6,15,1
2695,Stormy,18,1085,0,3,12,3
2696,Foggy,23,1097,0,6,16,1
2697,Stormy,18,1032,0,6,11,1
2698,Foggy,23,1346,0,6,13,4
2699,None,19,884,0,1,17,1
2700,Foggy,23,1251,0,7,15,1
2701,None,19,740,0,3,16,0
2702,Foggy,24,1105,0,2,21,1
2703,None,20,1078,0,9,10,1
2704,Foggy,24,1363,0,10,11,3
2705,None,20,1243,0,4,12,4
2706,Foggy,16,928,0,4,10,2
2707,None,20,896,0,4,15,1
2708,Rainy,16,860,0,6,8,2
2709,None,21,1017,0,5,15,1
2710,Rainy,16,830,0,4,11,1
2711,None,21,1159,0,5,13,3
2712,Rainy,17,710,0,0,17,0
2713,None,22,1057,0,8,14,0
2714,Rainy,17,875,0,5,11,1
2715,None,22,956,0,9,12,1
2716,Stormy,18,757,0,3,15,0
2717,None,22,1240,0,7,13,2
2718,Stormy,18,873,0,4,13,1
2719,Foggy,23,1038,0,4,18,1
2720,None,19,865,0,6,12,1
2721,Foggy,23,1143,0,8,14,1
2722,None,19,862,0,3,16,0
2723,Foggy,24,1152,0,7,14,3
2724,None,19,946,0,6,12,1
2725,Foggy,24,1181,0,7,15,2
2726,None,20,995,0,5,13,2
2727,Foggy,24,1075,0,6,16,2
2728,None,20,971,0,5,14,1
2729,Rainy,16,623,0,0,16,0
2730,None,21,1090,0,5,15,1
2731,Rainy,16,741,0,5,11,0
2732,None,21,898,0,5,15,1
2733,Rainy,17,773,0,0,16,1
2734,None,21,1101,0,9,11,1
2735,Rainy,17,752,0,5,12,0
2736,None,22,1144,0,4,15,3
2737,Rainy,17,745,0,5,12,0
2738,None,22,1178,0,10,11,1
2739,Stormy,18,835,0,3,14,1
2740,Foggy,23,1010,0,4,19,0
2741,Stormy,18,1009,0,5,11,2
2742,Foggy,23,1230,0,4,17,2
2743,None,19,924,0,3,14,2
2744,Foggy,23,1325,0,9,13,1
2745,None,19,1028,0,10,8,1
2746,Foggy,24,930,0,0,24,0
2747,None,19,958,0,4,14,1
2748,Foggy,24,1104,0,8,15,1
2749,None,20,836,0,5,15,0
2750,Foggy,16,690,0,4,11,1
2751,None,20,949,0,5,14,1
2752,Rainy,16,925,0,6,9,1
2753,None,21,1005,0,7,14,0
2754,Rainy,16,795,0,7,8,1
2755,None,21,939,0,6,14,1
2756,Rainy,17,713,0,2,15,0
2757,None,21,948,0,4,17,0
2758,Rainy,17,835,0,2,13,2
2759,None,22,883,0,4,18,0
2760,Stormy,18,1119,0,7,10,1
2761,None,22,1267,0,8,11,3
2762,Stormy,18,699,0,2,16,0
2763,Foggy,23,1053,0,6,17,0
2764,Stormy,18,756,0,5,13,0
2765,Foggy,23,1108,0,4,16,3
2766,None,19,887,0,5,13,1
2767,Foggy,24,1303,0,8,15,1
2768,None,19,1242,0,4,10,5
2769,Foggy,24,1091,0,7,17,0
2770,None,20,1031,0,5,14,1
2771,Foggy,24,1101,0,3,20,1
2772,None,20,852,0,4,16,0
2773,Foggy,16,649,0,0,16,0
2774,None,20,1398,0,7,7,6
2775,Rainy,16,804,0,4,12,0
2776,None,21,1018,0,3,17,1
2777,Rainy,17,994,0,7,8,2
2778,None,21,1174,0,2,15,4
2779,Rainy,17,827,0,3,13,1
2780,None,22,1003,0,7,15,0
2781,Rainy,17,847,0,6,10,1
2782,None,22,1168,0,5,15,2
2783,Stormy,18,885,0,7,11,0
2784,None,22,1262,0,5,14,3
2785,Stormy,18,837,0,7,11,0
2786,Foggy,23,1036,0,9,14,0
2787,None,19,909,0,3,15,1
2788,Foggy,23,1285,0,5,14,4
2789,None,19,867,0,5,13,1
2790,Foggy,24,1251,0,9,13,2
2791,None,19,925,0,6,13,0
2792,Foggy,24,1276,0,3,18,3
2793,None,20,852,0,3,16,1
2794,Foggy,24,1294,0,4,17,3
2795,None,20,961,0,5,14,1
2796,Rainy,16,694,0,6,10,0
2797,None,21,1073,0,7,12,2
2798,Rainy,16,913,0,2,12,2
2799,None,21,859,0,5,15,1
2800,Rainy,17,888,0,2,13,2
2801,None,21,968,0,7,14,0
2802,Rainy,17,901,0,4,12,1
2803,None,22,1210,0,6,13,3
2804,Rainy,17,885,0,2,13,2
2805,None,22,898,0,4,18,0
2806,Stormy,18,912,0,4,13,1
2807,Foggy,23,1087,0,6,16,1
2808,Stormy,18,1105,0,3,13,2
2809,Foggy,23,1178,0,5,16,2
2810,None,19,902,0,8,11,0
2811,Foggy,23,1191,0,3,19,1
2812,None,19,990,0,7,10,2
2813,Foggy,24,979,0,3,21,0
2814,None,19,925,0,6,13,0
2815,Foggy,24,1046,0,6,17,1
2816,None,20,987,0,2,17,1
2817,Foggy,16,1071,0,9,5,2
2818,None,20,963,0,6,11,3
2819,Rainy,16,842,0,4,11,1
2820,None,21,1023,0,8,13,0
2821,Rainy,16,573,0,0,16,0
2822,None,21,1070,0,3,16,2
2823,Rainy,17,888,0,3,12,2
2824,None,22,1108,0,5,16,1
2825,Rainy,17,979,0,8,8,1
2826,None,22,939,0,5,17,0
2827,Stormy,18,841,0,5,13,0
2828,None,22,1272,0,5,13,4
2829,Stormy,18,706,0,3,15,0
2830,Foggy,23,950,0,4,19,0
2831,Stormy,18,920,0,7,10,1
2832,Foggy,23,1334,0,7,14,2
2833,None,19,752,0,2,17,0
2834,Foggy,24,1169,0,7,16,1
2835,None,19,898,0,2,16,1
2836,Foggy,24,1233,0,5,18,1
2837,None,20,1073,0,9,9,2
2838,Foggy,24,904,0,0,24,0
2839,None,20,913,0,5,15,0
2840,Foggy,16,768,0,1,15,0
2841,None,20,855,0,7,12,1
2842,Rainy,16,697,0,5,11,0
2843,None,21,1068,0,5,14,2
2844,Rainy,17,838,0,4,13,0
2845,None,21,928,0,1,19,1
2846,Rainy,17,686,0,4,12,1
2847,None,22,970,0,7,15,0
2848,Rainy,17,1016,0,6,10,1
2849,None,22,938,0,4,16,2
2850,Stormy,18,839,0,7,11,0
2851,None,22,990,0,5,16,1
2852,Stormy,18,1031,0,5,11,2
2853,Foggy,23,1193,0,3,18,2
2854,None,19,1096,0,6,10,3
2855,Foggy,23,1124,0,6,16,1
2856,None,19,823,0,4,15,0
2857,Foggy,24,1188,0,9,13,2
2858,None,19,944,0,5,13,1
2859,Foggy,24,1175,0,7,16,1
2860,None,20,1109,0,6,12,2
2861,Foggy,24,1258,0,9,13,2
2862,None,20,852,0,2,17,1
2863,Rainy,16,791,0,3,13,0
2864,None,21,1228,0,2,16,3
2865,Rainy,16,891,0,3,11,2
2866,None,21,1000,0,9,11,1
2867,Rainy,17,859,0,8,9,0
2868,None,21,1078,0,4,15,2
2869,Rainy,17,702,0,2,14,1
2870,None,22,959,0,2,18,2
2871,Rainy,17,854,0,2,13,2
2872,None,22,1096,0,11,10,1
2873,Stormy,18,1001,0,2,14,2
2874,Foggy,23,1174,0,5,15,3
2875,Stormy,18,864,0,4,12,2
2876,Foggy,23,1041,0,2,20,1
2877,None,19,894,0,7,12,0
2878,Foggy,23,1201,0,5,16,2
2879,None,19,1750,1,0,0,19
2880,Foggy,24,1116,0,3,20,1
2881,None,20,1169,0,5,12,3
2882,Foggy,24,1294,0,6,16,2
2883,None,20,943,0,6,14,0
2884,Foggy,16,787,0,4,11,1
2885,None,20,914,0,3,17,0
2886,Rainy,16,996,0,4,10,2
2887,None,21,807,0,5,16,0
2888,Rainy,16,830,0,5,10,1
2889,None,21,1225,0,6,12,3
2890,Rainy,17,912,0,5,10,2
2891,None,22,1074,0,5,15,2
2892,Rainy,17,733,0,5,12,0
2893,None,22,1035,0,5,16,1
2894,Stormy,18,1005,0,6,10,2
2895,None,22,1025,0,8,14,0
2896,Stormy,18,788,0,0,18,0
2897,Foggy,23,1195,0,8,14,1
2898,Stormy,18,982,0,6,10,2
2899,Foggy,23,1088,0,6,16,1
2900,None,19,914,0,0,17,2
2901,Foggy,24,1727,0,6,12,6
2902,None,19,1042,0,5,12,2
2903,Foggy,24,1191,0,6,17,1
2904,None,20,1179,0,5,14,1
2905,Foggy,24,1129,0,5,18,1
2906,None,20,967,0,4,16,0
2907,Rainy,16,772,0,7,9,0
2908,None,20,999,0,6,12,2
2909,Rainy,16,786,0,4,11,1
2910,None,21,834,0,4,17,0
2911,Rainy,17,860,0,3,12,2
2912,None,21,981,0,6,14,1
2913,Rainy,17,786,0,3,13,1
2914,None,22,1055,0,8,14,0
2915,Rainy,17,768,0,6,11,0
2916,None,22,833,0,2,20,0
2917,Stormy,18,993,0,8,9,1
2918,None,22,1206,0,5,14,3
2919,Stormy,18,856,0,5,12,1
2920,Foggy,23,1255,0,4,17,2
2921,None,19,807,0,3,15,1
2922,Foggy,23,1060,0,4,18,1
2923,None,19,964,0,4,14,1
2924,Foggy,24,1231,0,12,11,1
2925,None,19,967,0,4,13,2
2926,Foggy,24,1272,0,8,15,1
2927,None,20,1003,0,3,15,2
2928,Foggy,24,1288,0,7,16,1
2929,None,20,902,0,5,15,0
2930,Rainy,16,912,0,5,10,1
2931,None,21,1060,0,8,12,1
2932,Rainy,16,737,0,4,11,1
2933,None,21,980,0,4,16,1
2934,Rainy,17,956,0,7,9,1
2935,None,21,950,0,5,16,0
2936,Rainy,17,943,0,2,12,3
2937,None,22,1198,0,9,10,3
2938,Rainy,18,805,0,4,14,0
2939,None,22,1122,0,6,15,1
2940,Stormy,18,797,0,3,15,0
2941,Foggy,23,966,0,7,16,0
2942,Stormy,18,956,0,2,15,1
2943,Foggy,23,1313,0,8,13,2
2944,None,19,854,0,5,14,0
2945,Foggy,23,1089,0,5,18,0
2946,None,19,991,0,5,14,0
2947,Foggy,24,1094,0,6,16,2
2948,None,20,1161,0,6,12,2
2949,Foggy,24,977,0,7,17,0
2950,None,20,1144,0,3,14,3
2951,Foggy,16,715,0,2,13,1
2952,None,20,922,0,4,16,0
2953,Rainy,16,735,0,5,11,0
2954,None,21,1103,0,10,10,1
2955,Rainy,16,746,0,6,9,1
2956,None,21,920,0,4,16,1
2957,Rainy,17,827,0,2,14,1
2958,None,22,1150,0,5,16,1
2959,Rainy,17,710,0,5,12,0
2960,None,22,1071,0,8,14,0
2961,Stormy,18,809,0,4,14,0
2962,None,22,1188,0,7,13,2
2963,Stormy,18,849,0,3,13,2
2964,Foggy,23,1109,0,8,14,1
2965,None,18,796,0,3,15,0
2966,Foggy,23,1390,0,8,10,5
2967,None,19,969,0,7,11,1
2968,Foggy,24,1120,0,3,20,1
2969,None,19,1090,0,6,11,2
2970,Foggy,24,1120,0,7,16,1
2971,None,20,842,0,0,20,0
2972,Foggy,24,1093,0,10,13,1
2973,None,20,941,0,5,15,0
2974,Rainy,16,928,0,5,9,2
2975,None,20,898,0,4,15,1
2976,Rainy,16,837,0,1,14,1
2977,None,21,1248,0,7,11,3
2978,Rainy,17,810,0,4,11,2
2979,None,21,1046,0,7,14,0
2980,Rainy,17,815,0,4,12,1
2981,None,22,1144,0,5,15,2
2982,Rainy,17,920,0,1,14,2
2983,None,22,1031,0,4,17,1
2984,Stormy,18,887,0,5,12,1
2985,Foggy,23,1007,0,4,18,1
2986,Stormy,18,1191,0,2,12,4
2987,Foggy,23,1100,0,4,18,1
2988,None,19,772,0,0,19,0
2989,Foggy,23,1052,0,8,15,0
2990,None,19,929,0,4,15,0
2991,Foggy,24,997,0,7,16,1
2992,None,19,869,0,3,15,1
2993,Foggy,24,1159,0,3,18,3
2994,None,20,1125,0,6,12,2
2995,Foggy,16,755,0,4,11,1
2996,None,20,988,0,8,12,0
2997,Rainy,16,633,0,2,14,0
2998,None,21,1172,0,3,14,4
2999,Rainy,16,740,0,4,12,0
3000,None,21,1077,0,5,14,2
3001,Rainy,17,826,0,6,9,2
3002,None,21,951,0,7,14,0
3003,Rainy,17,793,0,5,12,0
3004,None,22,1081,0,7,13,2
3005,Rainy,18,726,0,0,18,0
3006,None,22,1000,0,4,15,3
3007,Stormy,18,1087,0,6,9,3
3008,Foggy,23,1081,0,3,19,1
3009,Stormy,18,867,0,6,11,1
3010,Foggy,23,1078,0,10,13,0
3011,None,19,863,0,6,13,0
3012,Foggy,23,1076,0,5,16,2
3013,None,19,926,0,3,15,1
3014,Foggy,24,1252,0,6,16,2
3015,None,20,1026,0,4,15,1
3016,Foggy,24,900,0,6,18,0
3017,None,20,1008,0,7,13,0
3018,Foggy,16,833,0,1,13,2
3019,None,20,1149,0,5,13,2
3020,Rainy,16,683,0,7,9,0
3021,None,21,997,0,4,17,0
3022,Rainy,16,776,0,2,13,1
3023,None,21,1213,0,8,12,1
3024,Rainy,17,822,0,7,9,1
3025,None,22,894,0,3,18,1
3026,Rainy,17,855,0,4,12,1
3027,None,22,1140,0,5,15,2
3028,Stormy,18,747,0,2,16,0
3029,None,22,1268,0,4,14,4
3030,Stormy,18,880,0,5,12,1
3031,Foggy,23,1285,0,13,8,2
3032,None,18,862,0,2,15,1
3033,Foggy,23,944,0,4,19,0
3034,None,19,798,0,4,15,0
3035,Foggy,24,933,0,6,18,0
3036,None,19,973,0,6,12,1
3037,Foggy,24,1146,0,6,16,2
3038,None,20,1011,0,7,11,2
3039,Foggy,24,1188,0,3,19,2
3040,None,20,917,0,5,15,0
3041,Rainy,16,692,0,5,11,0
3042,None,21,966,0,7,13,1
3043,Rainy,16,719,0,5,11,0
3044,None,21,1020,0,6,14,1
3045,Rainy,17,849,0,5,12,0
3046,None,21,836,0,0,21,0
3047,Rainy,17,689,0,4,13,0
3048,None,22,1031,0,4,18,0
3049,Rainy,17,1042,0,5,9,3
3050,None,22,1164,0,3,15,4
3051,Stormy,18,777,0,4,13,1
3052,Foggy,23,1160,0,7,15,1
3053,Stormy,18,984,0,9,9,0
3054,Foggy,23,1007,0,5,18,0
3055,None,19,806,0,4,15,0
3056,Foggy,23,1021,0,3,19,1
3057,None,19,832,0,4,14,1
3058,Foggy,24,1090,0,5,18,1
3059,None,19,928,0,2,15,2
3060,Foggy,24,1159,0,10,13,1
3061,None,20,1052,0,10,10,0
3062,Foggy,16,661,0,3,12,1
3063,None,20,1241,0,20,0,0
3064,Rainy,16,762,0,3,13,0
3065,None,21,939,0,4,16,1
3066,Rainy,16,742,0,2,13,1
3067,None,21,1020,0,7,12,2
3068,Rainy,17,751,0,4,12,1
3069,None,21,1298,0,4,13,4
3070,Rainy,17,673,0,2,15,0
3071,None,22,1146,0,7,13,2
3072,Stormy,18,956,0,5,12,1
3073,None,22,1065,0,4,16,2
3074,Stormy,18,997,0,4,12,2
3075,Foggy,23,1285,0,4,14,5
3076,Stormy,18,705,0,7,11,0
3077,Foggy,23,1313,0,4,17,2
3078,None,19,896,0,5,11,3
3079,Foggy,23,957,0,4,19,0
3080,None,19,1027,0,6,12,1
3081,Foggy,24,1083,0,9,15,0
3082,None,20,929,0,4,14,2
3083,Foggy,24,1284,0,6,15,3
3084,None,20,953,0,6,12,2
3085,Foggy,16,868,0,3,12,1
3086,None,20,829,0,2,18,0
3087,Rainy,16,739,0,5,10,1
3088,None,21,1034,0,3,15,3
3089,Rainy,16,846,0,3,12,1
3090,None,21,1033,0,2,16,3
3091,Rainy,17,1087,0,9,6,2
3092,None,22,1120,0,2,17,3
3093,Rainy,17,792,0,5,12,0
3094,None,22,1173,0,4,16,2
3095,Stormy,18,710,0,3,15,0
3096,None,22,992,0,6,15,1
3097,Stormy,18,747,0,3,15,0
3098,Foggy,23,1028,0,6,16,1
3099,None,19,864,0,4,15,0
3100,Foggy,23,1188,0,9,12,2
3101,None,19,923,0,6,13,0
3102,Foggy,24,1301,0,4,18,2
3103,None,19,1090,0,6,11,2
3104,Foggy,24,1019,0,6,18,0
3105,None,20,1093,0,2,16,2
3106,Foggy,24,1207,0,8,15,1
3107,None,20,1050,0,8,10,2
3108,Rainy,16,570,0,3,13,0
3109,None,21,1038,0,6,15,0
3110,Rainy,16,800,0,5,9,2
3111,None,21,1208,0,4,14,3
3112,Rainy,17,861,0,2,13,2
3113,None,21,1033,0,10,11,0
3114,Rainy,17,829,0,5,11,1
3115,None,22,1047,0,4,17,1
3116,Rainy,17,755,0,7,10,0
3117,None,22,1114,0,7,14,1
3118,Stormy,18,750,0,8,10,0
3119,Foggy,23,1021,0,4,19,0
3120,Stormy,18,870,0,5,12,1
3121,Foggy,23,1200,0,8,14,1
3122,None,19,934,0,5,12,2
3123,Foggy,23,1007,0,6,16,1
3124,None,19,829,0,6,13,0
3125,Foggy,24,1092,0,5,19,0
3126,None,19,983,0,3,14,2
3127,Foggy,24,1106,0,7,17,0
3128,None,20,864,0,3,17,0
3129,Foggy,16,837,0,8,8,0
3130,None,20,871,0,4,16,0
3131,Rainy,16,942,0,4,10,2
3132,None,21,1141,0,5,13,3
3133,Rainy,16,725,0,6,10,0
3134,None,21,1003,0,4,16,1
3135,Rainy,17,776,0,2,14,1
3136,None,21,1098,0,7,14,0
3137,Rainy,17,837,0,4,12,1
3138,None,22,852,0,0,22,0
3139,Stormy,18,740,0,0,17,1
3140,None,22,1207,0,8,13,1
3141,Stormy,18,1060,0,4,11,3
3142,Foggy,23,1237,0,3,17,3
3143,Stormy,18,872,0,6,11,1
3144,Foggy,23,1151,0,6,17,0
3145,None,19,866,0,4,15,0
3146,Foggy,23,1035,0,3,19,1
3147,None,19,934,0,6,12,1
3148,Foggy,24,1461,0,9,11,4
3149,None,20,1116,0,3,15,2
3150,Foggy,24,1237,0,7,16,1
3151,None,20,950,0,8,11,1
3152,Foggy,16,701,0,5,11,0
3153,None,20,929,0,6,13,1
3154,Rainy,16,744,0,5,11,0
3155,None,21,1235,0,3,15,3
3156,Rainy,17,865,0,6,10,1
3157,None,21,983,0,5,15,1
3158,Rainy,17,857,0,8,8,1
3159,None,22,959,0,6,16,0
3160,Rainy,17,860,0,4,10,3
3161,None,22,1232,0,4,14,4
3162,Stormy,18,839,0,3,14,1
3163,None,22,1043,0,6,16,0
3164,Stormy,18,845,0,6,11,1
3165,Foggy,23,1154,0,6,15,2
3166,None,19,785,0,4,15,0
3167,Foggy,23,1094,0,11,12,0
3168,None,19,793,0,2,17,0
3169,Foggy,24,1224,0,8,15,1
3170,None,19,949,0,3,13,3
3171,Foggy,24,977,0,5,19,0
3172,None,20,1282,0,20,0,0
3173,Foggy,24,1288,0,8,15,1
3174,None,20,1129,0,8,10,2
3175,Rainy,16,735,0,2,13,1
3176,None,21,973,0,5,14,2
3177,Rainy,16,737,0,2,14,0
3178,None,21,1026,0,8,13,0
3179,Rainy,17,745,0,2,13,2
3180,None,21,1286,0,5,11,5
3181,Rainy,17,887,0,6,11,0
3182,None,22,1210,0,7,13,2
3183,Rainy,17,890,0,7,10,0
3184,None,22,946,0,4,17,1
3185,Stormy,18,840,0,3,14,1
3186,Foggy,23,1325,0,8,14,1
3187,Stormy,18,803,0,7,11,0
3188,Foggy,23,1081,0,6,16,1
3189,None,19,858,0,4,14,1
3190,Foggy,23,1212,0,7,13,3
3191,None,19,912,0,5,14,0
3192,Foggy,24,1153,0,4,18,2
3193,None,19,1004,0,7,10,2
3194,Foggy,24,1130,0,8,16,0
3195,None,20,1185,0,4,13,3
3196,Foggy,16,727,0,4,11,1
3197,None,20,900,0,6,14,0
3198,Rainy,16,815,0,4,10,2
3199,None,21,1233,0,3,15,3
3200,Rainy,16,752,0,3,12,1
3201,None,21,859,0,4,17,0
3202,Rainy,17,789,0,4,12,1
3203,None,21,1147,0,7,13,1
3204,Rainy,17,868,0,4,12,1
3205,None,22,1319,0,8,12,2
3206,Stormy,18,809,0,2,15,1
3207,None,22,1066,0,3,18,1
3208,Stormy,18,771,0,0,16,2
3209,Foggy,23,1080,0,6,17,0
3210,Stormy,18,846,0,5,12,1
3211,Foggy,23,990,0,5,17,1
3212,None,19,906,0,6,13,0
3213,Foggy,24,2719,1,0,0,24
3214,None,19,917,0,4,14,1
3215,Foggy,24,1173,0,4,20,0
3216,None,20,835,0,8,12,0
3217,Foggy,24,1267,0,4,18,2
3218,None,20,1099,0,2,15,3
3219,Foggy,16,819,0,3,12,1
3220,None,20,1059,0,3,15,2
3221,Rainy,16,753,0,4,11,1
3222,None,21,1046,0,3,16,2
3223,Rainy,17,1042,0,4,11,2
3224,None,21,1158,0,8,12,1
3225,Rainy,17,802,0,5,12,0
3226,None,22,1166,0,3,16,3
3227,Rainy,17,931,0,6,10,1
3228,None,22,1054,0,4,17,1
3229,Stormy,18,898,0,6,12,0
3230,None,22,859,0,0,22,0
3231,Stormy,18,857,0,6,12,0
3232,Foggy,23,1063,0,5,17,1
3233,None,19,829,0,5,12,2
3234,Foggy,23,1210,0,8,13,2
3235,None,19,989,0,4,14,1
3236,Foggy,24,1043,0,2,20,2
3237,None,19,931,0,3,14,2
3238,Foggy,24,1204,0,6,16,2
3239,None,20,993,0,4,15,1
3240,Foggy,24,1212,0,4,18,2
3241,None,20,822,0,7,13,0
3242,Rainy,16,670,0,2,14,0
3243,None,21,1159,0,5,15,1
3244,Rainy,16,704,0,6,10,0
3245,None,21,1293,0,7,11,3
3246,Rainy,17,725,0,2,14,1
3247,None,21,867,0,0,21,0
3248,Rainy,17,951,0,3,13,1
3249,None,22,943,0,2,20,0
3250,Rainy,17,800,0,6,11,0
3251,None,22,1130,0,7,14,1
3252,Stormy,18,872,0,3,14,1
3253,Foggy,23,1377,0,5,15,3
3254,Stormy,18,943,0,5,12,1
3255,Foggy,23,1241,0,5,15,3
3256,None,19,1006,0,7,11,1
3257,Foggy,23,1110,0,7,15,1
3258,None,19,944,0,2,15,2
3259,Foggy,24,1233,0,6,16,2
